"ID";"ISIL";"VZ_Sigel";"VZ_Code";"Institution";"Institution_DE";"Institution_FR";"Institution_IT";"Institution_RM";"Institution_EN";"Strasse";"PLZ";"Ort";"Kanton";"Land";"Telefon_Nr";"Fax_Nr";"E_Mail";"WWW";"Startdatum";"Enddatum";"Aufgegangen_in";"Verwaltungsgeschichte";"Bestandsbeschreibung";"Bibliotheksbestaende";"Andere_Bestaende";"URL_Findmittel";"Zugang";"Fernleihe_Tel";"Fernleihe_Fax";"Fernleihe_Mail";"Mitgliedschaft";"Dewey";"Status";"Zugangsbedingungen";"LastEditedOn"
"https://www.helveticarchives.ch/detail.aspx?ID=170127";"CH-001412-5";"";"";"Bibliothèque de pédagogie et psychologie (PSPE)";"";"";"";"";"";"Regina Mundi / Rue P.-A. de Faucigny 2";"1700";"Fribourg";"FR";"CH";"+41 26 300 76 80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170114";"CH-001133-9";"";"";"Bibliothèque de pédagogie spécialisée";"Bibliothek für Sonderpädagogik";"";"";"";"";"Rue St-Pierre-Canisius 21";"1700";"Fribourg";"FR";"CH";"+41 26 300 77 35";"";"bibl-ipc@unifr.ch";"http://www3.unifr.ch/spedu/fr/domaine-d%C3%A9tudes/biblioth%C3%A8que.html";"1938";"";"";"";"Heilpädagogik, Rehabilitationspädagogik, Medizin, Psychiatrie, Genetik, Autismus, Logopädie";"20'000";"";"";"öffentlich, ohne Voranmeldung zugänglich";"";"";"";"";"150 [Psychologie]
370.0 [Pädagogik]
370.1 [Heilpädagogik]
362.0 [Rehabilitation]
362.0 [Rehabilitationspädagogik]
610 [Medizin und Gesundheit]
616.8 [Psychiatrie]
150.0 [Tiefenpsychologie]
613 [Hygiene]
576.5 [Genetik]";"aktiv";"Einsichtnahme an Ort und Stelle möglich (vorher anfragen); Fotokopien von Artikeln nur, wenn nicht in einer A-, B- oder C-Bibliothek lokalisierbar";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=170126";"CH-001411-8";"";"";"Bibliothèque de sociologie, travail social et politiques sociales (STS)";"Bibliothek für Soziologie, Sozialarbeit und Sozialpolitik (STS)";"";"";"";"";"Rte des Bonnesfontaines 11";"1700";"Fribourg";"FR";"CH";"+41 26 300 77 99";"";"Bibl-STS@unifr.ch";"http://www3.unifr.ch/biblio/fr/biblio/sts.html";"";"";"";"";"Die Bibliothek für Soziologie, Sozialarbeit und Sozialpolitik ist eine öffentlich zugängliche, wissenschaftliche und spezialisierte Freihandbibliothek. Ihre Bestände umfassen die Bereiche: Soziologie, Sozialarbeit, Sozialpolitik, mit diesen Disziplinen zusammenhängende Wissenschaften, soziale Probleme und Problemstellungen sowie Gender Studies. Verfügbare Werke: Nachschlagewerke, Monographien, Wörterbücher, Lehrbücher, Zeitschriften, Lizentiats- und Masterarbeiten in Soziologie und Sozialarbeit/Sozialpolitik.";"18'000";"";"";"Ouverte au public et accessible sans annonce préalable.";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-12"
"https://www.helveticarchives.ch/detail.aspx?ID=229202";"CH-001595-3";"";"";"Bibliothèque de Villars-sur-Glâne";"";"";"";"";"";"Rte de l'Eglise 7";"1752";"Villars-sur-Glâne";"FR";"CH";"+41 26 408 32 90";"";"bibliotheque.communale@villars-sur-glane.ch";"";"1989";"";"";"";"Album, Bande-dessinée, CD-ROM, Documentaire, DVD, Jeu vidéo, Jeu, Livre Audio, Périodique, Roman, 41883 documents";"6359 albums ; 9067 bd ; 197 cd-rom ; 10298 documentaires ; 981 dvd ; 15 jeux ; 450 livres audio ; 12159 romans et 2357 journaux";"";"";"";"";"";"";"BIS, BIS-CLP";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=169957";"CH-000109-9";"Fr A";"FRA";"Bibliothèque des arts et métiers";"Gewerbebibliothek";"";"";"";"";"5, Derrière-les-Remparts";"1700";"Fribourg";"FR";"CH";"+41 26 305 25 09";"+41 26 305 26 00";"bam@edufr.ch";"www.admin.fr.ch/sfp/bam";"1888";"";"";"L'histoire de la bbiliothèque pourrait presque commencer par 'il était une fois...'. Née un peu par hasard en 1884 lors d'une exposition scolaire permanente, elle prit vite une ampleur qui demanda une organisation plus rigoureuse. En 1888, un certain M. Genoud eut l'idée de créer un Musée industriel ainsi qu'une Société d'Arts et Métiers, dans le but de développer des cours professionnels, de réglementer les apprentissages et de sauvegarder les intérêts des artisans. Le Musée industriel se trouvait, lors de sa création, au Service archéologique (anciennement caserne de la Planche) ; il fut transféré ensuite dans l'ancien hôtel Zähringen, paasant par le bâtiment des Postes, avant de venir s'installer, en 1927, dans les anciens locaux de la Station laitière à Pérolles (Tecnicum). Il changea de nom et devint Musée des Arts et Métiers. Ce musée comprenait des objets anciens fribourgeois, des travaux modernes en métal, des ouvrages de tissu, des dentelles venant de Suisse et de l'étranger, des documents graphiques et photographiques, de la documentation sous forme de publications spéciales ainsi qu'une bibliothèque contenant, à cette époque-là, quelque 40'000 volumes consacrés à la technique, aux beaux-arts, aux arts et métiers, aux sciences sciales et à la formation professionnelle. Elle possédait également une collection de 1'400 affiches et de 145 périodique. Une salle de lecture était à disposition du public. En 1937, un nouveau changement de nom intervint. Le Musée des Arts et Métiers se transforma en Office et Musée cantonale des Arts et Métiers. En 1965, la construction du Centre professionnel bouleversa encore une fois la bibliothèque qui avait peine à trouver un domicile fixe ! Il fut décidé qu'une partie de celle-ci irait au nouveau Centre professionnel. Deux bibliothèques furent alors crééees : la Bibliothèque des Arts et Métiers (BAM), avec un fonds de 15'000 ouvrages concernant la formation professionnelle et la Bibliothèque du Technicum cantonal, avec les 35'000 ouvrages restants.";"Arts et métiers,professions,beaux-arts,bandes dessinées,arts appliqués: Gewerbe,Kunst,Kunstgewerbe";"22'000 volumes (dont des romans, des bandes dessinées), 150 périodiques généraux et spécialisés, journaux";"";"";"La bibliothèque est publique et bilingue, encyclopédique mais spécialisée dans le domaine des arts et métiers: ouvrages sur les arts et métiers documentaires sur des sujets d'ordre général et ouvrages de références à consulter sur place. Les documents de l'ancien fonds (15'000 ouvrages) sont soumis à un régime de prêt particulier (à voir avec le personnel).";"+41 26 305 25 09";"+41 26 305 26 00";"bam@edufr.ch";"BIS, CLP";"338.7 [Gewerbe]
700.0 [Kunst]
745 [Kunstgewerbe]";"aktiv";"Lieferung der Dokumente nur, wenn nicht in einer A- oder B-Bibliothek lokalisierbar ( Spezialbibliotheken, Privatindustrie)";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170125";"CH-001410-0";"";"";"Bibliothèque des langues étrangères et du plurilinguisme [BLE], Centre d'auto-apprentissage des langues étrangères [CAA] et Centre de documentation du Centre scientifique de compétence sur le plurilinguisme [CSP]";"Bibliothek für Fremdsprachen und Mehrsprachigkeit, [BLE], Selbstlernzentrum Sprachen [SLZ] und Dokumentationsstelle des Kompetenzzentrums für Mehrsprachigkeit [KfM]";"";"";"";"";"Rue du Criblet 13";"1700";"Fribourg";"FR";"CH";"+41 26 300 79 58";"";"ble@unifr.ch";"https://www3.unifr.ch/biblio/fr/biblio/ble.html";"";"";"";"";"Les fonds de la bibliothèque regroupent des monographies, revues, CDs, DVDs, cassettes audio et vidéos spécialisées dans les domaines suivants: - plurilinguisme - linguistique - enseignement et apprentissage des langues étrangères (en particulier: allemand, français, anglais, italien) -évaluation, autonomie de l'apprenant, enseignement bilingue, etc. Les fonds du Centre d'auto-apprentissage regroupent des matériaux (livres, CDs, DVDs, CD-ROMs, etc.) pour l'apprentissage autonome de plus de 60 langues.";"41'200 Einheiten, 33'000 Monographien und Zeitschriftenbände, 800 CD-ROMs, 1400 DVD's /VHS Kassetten, 6'000 Audio-CD's und Audio-Kassetten";"";"";"Ouverte au public et accessible sans annonce préalable.";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-12"
"https://www.helveticarchives.ch/detail.aspx?ID=170116";"CH-001135-3";"";"";"Bibliothèque des Sciences de l'Antiquité";"Bibliothek für Altertumswissenschaften";"";"";"";"";"Rue Pierrre-Aeby 16";"1700";"Fribourg";"FR";"CH";"+41 26 300 78 38";"+41 26 300 97 14 ";"bibl-SCANT@unifr.ch";"http://www3.unifr.ch/biblio/fr/biblio/scant.html";"";"";"";"La Bibliothèque des Sciences de l'Antiquité -SCANT- est rattachée à la Faculté des lettres de l'Université de Fribourg, à l'Institut du monde antique et byzantin. Elle est installée dans la Maison Louis d'Affry depuis 1985, date de sa séparation de la Bibliothèque d'Histoire et Théologie.";"Archéologie classique, archéologie paléochrétienne, histoire de l'Antiquité (Grèce antique, Rome et le pourtour méditerranéen, philologie classique, langues et littératures grecque et latine";"36'000 volumes, 5 titres de périodiques";"";"";"Accès libre";"";"";"";"";"930.0 [Altertumskunde]
410.0 [Klassische Philologie]
930.1 [Archäologie]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170171";"CH-001280-4";"";"";"Bibliothèque du Centre Diocésain (BCD)";"Bibliothek des Diözesan-Zentrums (BDZ)";"";"";"";"";"Chemin du Cardinal-Journet 3";"1752";"Villars-sur-Glâne";"FR";"CH";"+41 26 426 33 90";"+41 26 426 33 90";"";"";"1795";"";"";"";"Theologie";"70'000 volumes, 40 périodiques";"";"";"";"";"";"";"BIS";"202 [Theologie]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=1321484";"CH-002033-8";"";"";"Bibliothèque du Collège du Sud";"";"";"";"";"";"Rue de Dardens 79";"1630";"Bulle";"FR";"CH";"+41 26 305 98 62";"";"";"https://collegedusud.ch/bibliotheque/";"";"";"";"";"Travaux de maturité ; Périodiques et revues (Langues et Littérature, Sciences humaines, Sciences ; Informatique ; Sciences économiques); Documentation : Sciences humaines, Sciences, Sciences économiques, Education physique";"27'463";"";"";"";"";"";"";"ABF-VFB";"";"aktiv";"Lieferung der Dokumente innerhalb einer Woche";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=1119838";"CH-001938-9";"";"";"Bibliothèque du Cycle d'orientation et Collège du Sud, Bulle";"";"";"";"";"";"Rue de la Léchère 40";"1630";"Bulle";"FR";"CH";"+41 26 919 27 70";"";"";"";"";"";"";"";"Réseau des bibliothèques du CO Bulle, du CO La Tour-de-Trême et du Collège du Sud";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=1126988";"CH-001949-2";"";"";"Bibliothèque - Ludothèque de Granges-Paccot";"";"";"";"";"";"Rte de Chantemerle 60";"1763";"Granges-Paccot";"FR";"CH";"+41 26 460 76 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=1196446";"CH-001998-7";"";"";"Bibliothèque régionale de Belfaux";"";"";"";"";"";"Chemin des Ecoliers 5";"1782";"Belfaux";"FR";"CH";"+41 26 475 39 01";"";"biblio@biblio-belfaux.ch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=1138123";"CH-001954-2";"";"";"Bibliothèque régionale de Marly";"";"";"";"";"";"Route de Fribourg 15";"1723";"Marly";"FR";"CH";"+41 26 436 23 95";"";"biblio@marly.ch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170115";"CH-001134-6";"";"";"BP2 / Bibliothèque";"BP2 / Bibliothek";"";"";"";"";"Boulevard de Pérolles 90";"1700";"Fribourg";"FR";"CH";"+41 26 300 82 11";"+41 26 300 97 88";"bibl-bp2@unifr.ch";"www.unifr.ch/bp2";"1950";"";"";"";"Sciences économiques, sciences sociales, informatique, sciences du sport Wirtschaftwissenschaften, Sozialwissenschaften, Informatik, Sport";"86'000 volumes, 430 périodiques";"";"";"";"";"";"";"";"330.0 [Wirtschaftswissenschaften]
300.0 [Sozialwissenschaften]
004 [Informatik]
796 [Sport]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170131";"CH-001430-3";"";"";"Centre d'information professionnelle - CIP";"Berufsinformationszentrum - BIZ";"";"";"";"";"Rue St-Pierre 3";"1700";"Fribourg";"FR";"CH";"+41 26 305 41 15";"";"cip-biz@fr.ch";"http://www.orientationfr.ch/";"1996";"";"";"";"Brochures, dépliants, monographies et livres reliés sur les thèmes de l'orientation professionnelle, le monde du travail, le changement de carrière.";"2600 documents";"";"";"Accès public, l'après-midi sans rendez-vous";"";"";"";"";"331.7 [Berufsberatung]
370.1 [Berufsbildung]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170132";"CH-001431-0";"";"";"Centre d'information professionnelle (UNI-CIP) / Office d'orientation universitaire";"";"";"";"";"";"";"";"Fribourg";"FR";"CH";"";"";"";"";"";"";"";"La Bibliothèque n'existe plus.";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170159";"";"Fr 24";"FR024";"Ciba SC Recherche Marly SA / Bibliothek FZM";"";"";"";"";"";"";"";"Marly";"FR";"CH";"";"";"";"";"";"1999";"";"La Bibliothèque n'existe plus.";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170156";"CH-001123-2";"";"";"Conservatoire / Bibliothèque";"";"";"";"";"";"Route Louis-Braille 8";"1763";"Granges-Paccot";"FR";"CH";"+41 26 466 22 22";"+41 26 466 65 17";"";"";"1904";"";"";"";"Musik,Notendrucke";"1'300 volumes";"";"";"";"";"";"";"";"780 [Musik]
686.2 [Notendrucke]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170133";"CH-001432-8";"";"";"Couvent des Capucins / Bibliothèque";"";"";"";"";"";"Rue de Morat 28";"1700";"Fribourg";"FR";"CH";"+41 26 347 23 50";"";"";"";"1609";"";"";"";"Kapuziner";"";"";"";"";"";"";"";"";"255.3 [Kapuziner]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170153";"CH-000582-0";"";"";"Dade Behring AG / Library";"";"";"";"";"";"";"";"Düdingen";"FR";"CH";"";"";"";"";"";"";"";"Am 25. Juli 2007 kündigte die Siemens AG den Kauf der Dade Behring an, die Übernahme wurde am 6. November 2007 abgeschlossen. Dade Behring wurde als Division Diagnostics in den Sektor Healthcare integriert.";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170106";"CH-001124-X";"";"";"Deutsche Bibliothek";"";"";"";"";"";"Spitalgasse 2";"1700";"Fribourg";"FR";"CH";"+41 26 322 47 22";"";"";"";"1971";"";"";"";"";"14'000 Bände";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170107";"CH-001125-7";"";"";"Didaktisches Zentrum / Pädagogische Dokumentationsstelle für die deuschsprachigen öffentlischen Schulen des Kanton Freiburg / Mediothek";"";"";"";"";"";"Murtengasse 34";"1700";"Fribourg";"FR";"CH";"+41 26 350 89 70";"+41 26 350 89 75";"";"";"1975";"";"";"";"Unterrichtshilfsmittel für die obligatorische Schulzeit, Didaktik, Pädagogik, Psychologie";"16'000 Bände, 40 Zeitschriften";"160 Spiele, 138 Modelle";"";"";"";"";"";"";"372.1 [Unterrichtshilfsmittel für die obligatorische Schulzeit]
371.3 [Didaktik]
370.0 [Pädagogik]
150 [Psychologie]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-12"
"https://www.helveticarchives.ch/detail.aspx?ID=169948";"CH-000697-9";"Fr 5";"FR005";"Dokpe - Centre de documentation de la Faculté des Sciences Université de Fribourg";"Dokpe - Dokumentationszentrum der Math.-Nat. Fakultät Universität Freiburg";"";"";"";"Dokpe - Documentation centre of the Faculty of Science";"Chemin du musée 4";"1700";"Fribourg";"FR";"CH";"+41 26 300 92 35";"+41 26 300 97 30";"dokpe@unifr.ch";"http://www.unifr.ch/dokpe";"1900";"";"";"DokPe (pour Dokumentationzentrum Pérolles) résulte de la réunion de plusieurs bibliothèques d'instituts de la Faculté des sciences de l'Université de Fribourg, sous l'impulsion de La Bibliothèque Cantonale & Universitaire. L'inauguration a eu lieu le 11 décembre 2000.";"Ouvrages en libre-accès et périodiques de sciences naturelles: physique, chimie, géologie, géographie, biologie, anatomie, physiologie, microbiologie et immunologie ainsi que des ouvrages de bases en mathématiques";"Fonds à fin 2010 : 30'000 volumes. 1300 Titres de périodiques dont 450 abonnés";"";"";"Bibliothèque publique, accessible aux personnes handicapées";"";"";"";"Consortium, SWITCH";"";"aktiv";"Lieferung der Dokumente innerhalb einer Woche";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=1563557";"CH-002103-4";"";"";"Domdidier, Bibliothèque communale";"";"";"";"";"";"Route des Vuarines 29";"1564";"Domdidier";"FR";"CH";"+41 26 675 26 67";"";"biblio.domdidier@bluewin.ch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2020-12-15"
"https://www.helveticarchives.ch/detail.aspx?ID=928500";"CH-001867-5";"";"";"e-codices - Virtuelle Handschriftenbibliothek der Schweiz";"";"e-codices - Bibliothèque virtuelle des manuscrits en Suisse";"e-codices - Biblioteca virtuale dei manoscritti conservati in Svizzera";"";"e-codices - Virtual Manuscript Library of Switzerland";"Université de Fribourg, Rue de l'Hopital 4";"1700";"Fribourg";"FR";"CH";"+41 26 300 71 57";"";"e-codices@unifr.ch";"http://www.e-codices.unifr.ch/";"";"";"";"";"Ziel von e-codices ist es, alle mittelalterlichen und eine Auswahl neuzeitlicher Handschriften der Schweiz durch eine virtuelle Bibliothek frei zugänglich zu machen. Die virtuelle Bibliothek wird laufend ausgebaut.";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=1563555";"CH-002102-7";"";"";"Estavayer-le-Lac, Bibliothèque publique";"";"";"";"";"";"Route de la Chapelle 33";"1470";"Estavayer-le-Lac";"FR";"CH";"+41 26 663 95 08";"";"info@estabiblio.ch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2020-12-15"
"https://www.helveticarchives.ch/detail.aspx?ID=169960";"";"Fr 26";"FR026";"Faculté des sciences / Université de Fribourg / Bibliothèque";"";"";"";"";"";"";"";"Fribourg";"FR";"CH";"";"";"";"";"";"2000";"CH-000697-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000697-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170098";"CH-000243-6";"";"";"Franziskanerkloster Freiburg";"";"";"";"";"";"Murtengasse 6-8";"1700";"Freiburg";"FR";"CH";"+41 26 347 11 77";"";"petra.zimmer@cordeliers.ch";"";"";"";"";"";"Bibliothek des Franziskanerklosters Freiburg";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170130";"CH-001429-2";"";"";"Fri-Art / Centre d'art contemporain";"";"";"";"";"";"";"";"Fribourg";"FR";"CH";"";"";"";"";"1990";"2017";"CH-000017-5";"La Bibliothèque de Fri-Art - Centre d'art contemporain n'existe plus, le fonds complet a été donné à la Bibliothèque cantonale et universitaire de Fribourg (CH-000017-5).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=169958";"CH-000476-8";"Fr 30";"FR030";"Haute école de santé / Bibliothèque";"Hochschule für Gesundheit / Bibliothek";"";"";"";"";"Route des Arsenaux 16a";"1700";"Fribourg";"FR";"CH";"+41 26 429 60 12";"";"mozaik-biblio@hefr.ch";"www.heds-fr.ch";"1913";"";"";"Appartient à la HES-SO";"Sciences infirmières,sciences sociales,psychologie,médecine: Krankenpflege";"10'000 volumes, 100 périodiques, 120 dossiers documentaires";"";"";"Libre-accès";"+41 26 429 60 12";"";"";"BIS";"610.7 [Krankenpflege]";"aktiv";"Lieferung der Dokumente innerhalb einer Woche";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=229127";"CH-001586-4";"";"";"Haute Ecole de Travail Social Fribourg Bibliothèque";"";"";"";"";"";"Route des Arsenaux 16a";"1700";"Fribourg";"FR";"CH";"+41 26 429 62 10";"";"mozaik-biblio@hefr.ch";"http://www.hets-fr.ch/";"1972";"";"";"";"Action sociale, aide sociale, éducation spécialisée, éducation de la petite enfance, sciences sociales, travail social, psychologie, politique sociale, addictions, handicaps";"30'000 volumes, 85 revues";"";"";"La bibliothèque est ouverte à toute personne en lien avec le secteur social";"";"";"";"BIS, Consortium";"";"aktiv";"Lieferung der Dokumente innerhalb einer Woche";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=169857";"CH-000136-6";"Fr 29";"FR029";"Haute Ecole pédagogique Fribourg - Documentation et multimédia";"Pädagogische Hochschule Freiburg - Medien und Information";"";"";"";"";"Rue de Morat 36";"1700";"Fribourg";"FR";"CH";"+41 26 305 72 21";"";"documentation@hepfr.ch";"http://www.hepfr.ch/dm";"1972";"";"";"Le Service bilingue 'Documentation et Multimédia / Medien und Information' met à disposition des ressources et services documentaires et multimédias de nature pédagogique, didactique et scientifique pour l'enseignement, la formation et la recherche.";"Documents sur tous supports et en ligne en pédagogie, psychologie et didactique, moyens d'enseignement, littérature et documentaires pour la jeunesse";"88'000 exemplaires physiques (livres, revues, documents multimédias, affiches, CD, DVD, mallettes de lectures, mallettes d'expérimentation, jeux, matériel multimédia)";"";"https://explore.rero.ch/fr_CH/fr";"Accès réservé aux enseignants fribourgeois et aux étudiants, professeurs et chercheurs de la HEP-PH FR";"";"";"";"BIS";"371.3 [Didaktik]
370.0 [Pädagogik]
150 [Psychologie]";"aktiv";"Zugänglichkeit nicht festgelegt";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=170108";"CH-001126-4";"";"";"Hôpital cantonal / Bibliothèque";"";"";"";"";"";"Rte de Bertigny";"1708";"Fribourg";"FR";"CH";"+41 26 426 71 11";"+41 26 426 71 27";"";"";"";"";"";"";"Médecine Medizin";"130 périodiques";"";"";"";"";"";"";"";"610 [Medizin und Gesundheit]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=170169";"CH-001167-7";"";"";"Institut agricole de Grangeneuve (IAG) / Service des bibliothèques et de la documentation";"";"";"";"";"";"Route de Grangeneuve 31";"1725";"Posieux";"FR";"CH";"+41 26 305 55 33";"+41 26 305 55 04";"";"";"1888";"";"";"";"Industrie laitière,sciences agronomiques,économie familiale: Agrarwissenschaften,Milch,Hauswirtschaft,Landwirtschaft";"13'000 volumes";"";"";"";"";"";"";"";"338.1 [Agrarwissenschaften]
641.3 [Milch]
640.0 [Hauswirtschaft]
630 [Landwirtschaft]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=169943";"";"Fr 1";"FR001";"Institut d'anatomie de l'Université de Fribourg / Bibliothèque";"";"";"";"";"";"";"";"Fribourg";"FR";"CH";"";"";"";"";"";"2000";"CH-000697-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000697-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=169954";"";"Fr 6";"FR006";"Institut d'histologie et embryologie générale de l'Université de Fribourg / Bibliothèque";"";"";"";"";"";"";"";"Fribourg";"FR";"CH";"";"";"";"";"";"2000";"CH-000697-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000697-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=169944";"";"Fr 2";"FR002";"Institut de biologie végétale de l'Université de Fribourg / Bibliothèque";"";"";"";"";"";"";"";"Fribourg";"FR";"CH";"";"";"";"";"";"2000";"CH-000697-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000697-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=169945";"";"Fr 3";"FR003";"Institut de chimie de l'Université de Fribourg / Bibliothèque";"";"";"";"";"";"";"";"Fribourg";"FR";"CH";"";"";"";"";"";"2000";"CH-000697-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000697-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=169946";"";"Fr 15";"FR015";"Institut de chimie physiologique de l'Université de Fribourg / Bibliothèque";"";"";"";"";"";"";"";"Fribourg";"FR";"CH";"";"";"";"";"";"2002";"CH-000697-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000697-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=169859";"";"Fr 27";"FR027";"Institut de chimie physique de l'Université de Fribourg / Bibliothèque";"";"";"";"";"";"";"";"Fribourg";"FR";"CH";"";"";"";"";"";"1998";"CH-000697-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000697-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=169947";"";"Fr 4";"FR004";"Institut de géographie de l'Université de Fribourg / Bibliothèque";"";"";"";"";"";"";"";"Fribourg";"FR";"CH";"";"";"";"";"";"2000";"CH-000697-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000697-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=169949";"";"Fr 8";"FR008";"Institut de mathématiques de l'Université de Fribourg / Bibliothèque";"";"";"";"";"";"";"";"Fribourg";"FR";"CH";"";"";"";"";"";"2000";"CH-000697-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000697-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
"https://www.helveticarchives.ch/detail.aspx?ID=169950";"";"Fr 9";"FR009";"Institut de minéralogie et de pétrographie de l'Université de Fribourg / Bibliothèque";"";"";"";"";"";"";"";"Fribourg";"FR";"CH";"";"";"";"";"";"2000";"CH-000697-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000697-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-02-07"
