Institution,Rue,Lieu,ZIP,Email,Tel
Stedtlibibliothek Laufen,Amthausgasse 35,Laufen,4242,info@stebilaufen.ch,+4161 761 6491
Stiftung Bibliotheca Afghanica,Bruehlstrasse 2,Bubendorf,4416,info@afghanistan-institut.ch,+41 61/933/98/77
Anatomisches Institut der Universität Bibliothek,Pestalozzistrasse 20,Basel,4056,sekretariat-anatomie@unibas.ch,+4161 207 3921
Anne Frank-Fonds Basel,Steinengraben 18,Basel,4051,info@annefrank.ch,061/274.11.74
Antikenmuseum Basel und Sammlung Ludwig / Bibliothek,St. Albangraben 5,Basel,4010,office@antikenmuseumbasel.ch,061 201 12 12
Archäologie Schweiz Bibliothek,Petersgraben 51,Basel,4051,biblio@archaeologie-schweiz.ch,061 261 30 78
Archäologische Bodenforschung des Kantons Basel-Stadt / Bibliothek,Petersgraben 11,Basel,4001,arch.bodenforschung@bs.ch,061-267-23-55
Archiv Kommunität Diakonissenhaus Riehen,Schützengasse 51,Riehen,4125,archiv@diakonissen-riehen.ch,(061) 645-41-39
Basler Afrika Bibliographien,Klosterberg 23,Basel,4051,library@baslerafrika.ch,061 2289333
Basler Kunstverein / Kunsthalle Basel / Bibliothek,Klostergasse 5,Basel,4051,info@kunsthallebasel.ch,061-206-99-00
Bau- und Verkehrsdepartement Kt. Basel-Stadt/Bibliothek Planungsamt,Dufourstrasse 50,Basel,4001,planungsamt@bs.ch,+41 61/267.92.25
Bibliothek Altertumswissenschaften der Universität Basel,Petersgraben 51,Basel,4051,biblio-altertum@unibas.ch,061 207 13 30
"Bibliothek Departement Chemie, Universität Basel",St. Johanns-Ring 19,Basel,4056,birgit.schwab@unibas.ch,079-570-25-58
"Bibliothek Departement Physik, Universität Basel",Klingelbergstr. 82,Basel,4056,birgit.schwab@unibas.ch,079 570 25 58
"Bibliothek für Gestaltung Basel, Schule für Gestaltung Basel",Freilager-Platz 2,Münchenstein / Basel,4142,ausleihe-bfg@bs.ch,061/267.45.00
Bibliothek Geographie,Klingelbergstrasse 27,Basel,4056,bibliothek-geographie@unibas.ch,061-207-36-60
Bibliothek Maiengasse,Maiengasse 51,Basel,4056,bibliothek-maiengasse@unibas.ch,+41 61/207/03/34
Biozentrum der Universität Basel / Bibliothek,Klingelbergstrasse 50/70,Basel,4056,bibliothek-biozentrum@unibas.ch,(061) 267-20-41
Chrischona International Bibliothek,Chrischonarain 200,Bettingen,4126,bibliothek.pm@chrischona.ch,(061) 646-44-35
Christoph Merian Stiftung / Archiv,St. Alban-Vorstadt 12,Basel,4002,info@cms-basel.ch,061/2263333
Deutsches Seminar der Universität / Bibliothek,Nadelberg 4 / Engelhof,Basel,4051,germa-bibliothek-dslw@unibas.ch,061/2673439
Dokumentationsstelle Atomfreie Schweiz,Kleinhüningerstrasse 139,Basel,4057,doku@atomfrei.ch,+41 61/631/22/92
Dokumentationsstelle Gemeinde Riehen,Wettsteinstrasse 1,Riehen,4125,dokumentationsstelle@riehen.ch,061 6468292
Fachbereich Medizin- und Gesundheitsethik (MGE) / Medizinische Fakultät der Universität Basel,Missionsstrasse 21 A,Basel,4055,aeme@unibas.ch,061-260-21-90
Fachhochschule Nordwestschweiz / Hochschule für Gestaltung und Kunst / Mediathek,Freilager-Platz 1,Basel,4002,mediathek.hgk@fhnw.ch,+41 (0) 61 228 42 44
ForumMusikDiversität Schweiz (FMD),Bümleingasse 9,Basel,4001,info@musicdiversity.ch,076-443-55-17
Gemeindebibliothek Riehen,Baselstrasse 12,Riehen,4125,gemeindebibliothek@riehen.ch,061/646.82.39
GGG Stadtbibliothek Basel,Gerbergasse 24,Basel,4001,info@stadtbibliothekbasel.ch,+41 (0) 61 264 11 11
Historisches Museum Basel,Steinenberg 4,Basel,4051,Daniel.Suter@bs.ch,+41 61/205/86/08
Historisches Seminar / Bibliothek,Hirschgässlein 21,Basel,4051,bibliothek-histsem@unibas.ch,+41 (0) 61 295 96 68
Institut für Soziologie / Universität Basel / Bibliothek,Petersgraben 27,Basel,4051,soziologie@unibas.ch,(061) 267-28-15
JUKIBU interkulturelle Bibliothek für Kinder und Jugendliche,Elsässerstrasse 7,Basel,4056,info@jukibu.ch,061 322 63 19
Juristische Fakultät Bibliothek,Peter Merian-Weg 8,Basel,4002,biblio-ius@unibas.ch,+41 61/207.25.00
Kantonales Laboratorium / Bibliothek,Kannenfeldstrasse 2,Basel,4056,sekr.kantonslabor@bs.ch,061/385.25.00
Karl Barth-Archiv,Bruderholzallee 26,Basel,4059,Bartharchiv-Theol@unibas.ch,+41 61/361.27.79
Kunstmuseum Basel mit Kunsthistorischen Seminar der Universität Basel / Bibliothek,St. Albangraben 10,Basel,4010,kunstmuseum-bibliothek@unibas.ch,+4161 206 6272
Mediothek Berufsfachschule Basel,Kohlenberggasse 7,Basel,4001,mediothek.bfs@bs.ch,(061) 267-54-75
Mediotheken Gymnasien Basel-Stadt,Zu den drei Linden 80,Basel,4058,mediothek.baeumlihof@edubs.ch,061 2085812
Mission 21 / Evangelisches Missionswerk Basel / Bibliothek,Missionsstrasse 21,Basel,4003,bibliothek@mission-21.org,061-260-21-20
Museum der Kulturen Basel / Bibliothek,Augustinergasse 2,Basel,4001,info@mkb.ch,+4161 266 5500
"Museum Tinguely - Archiv, Bibliothek, Dokumentation",Paul Sacher-Anlage 1,Basel,4002,infos@tinguely.ch,+4161 681 9320
Musik-Akademie Basel / Vera Oeri-Bibliothek,Leonhardsstrasse 6,Basel,4009,bibliothek@mab-bs.ch,061 264 57 55
Musikwissenschaftliches Seminar der Universität Basel Bibliothek,Petersgraben 27,Basel,4051,sekretariat-mws@unibas.ch,061/207.28.09
Naturhistorisches Museum / Bibliothek,Augustinergasse 2,Basel,4001,nmb@bs.ch,+41 (0) 61 266 55 00
Oekumenische Medienverleihstelle,Lindenberg 12,Basel,4058,info@oekumenischemedien.ch,061-690-28-00
Pädagogische Hochschule FHNW Bibliothek Institut Sekundarstufe I und II,Riehenstrasse 154,Basel,4058,bibliothek.basel.isek.ph@fhnw.ch,+4161 228 5110
Pädagogische Hochschule FHNW Bibliothek Institut Spezielle Pädagogik und Psycholgie,Steinentorstrasse 30,Basel,4051,bibliothek.basel.isp.ph@fhnw.ch,+41 (0) 61 228 52 10
"Pädagogisches Zentrum PZ.BS, Bibliothek",Binningerstrasse 6,Basel,4051,pds@bs.ch,+41 61/267/68/37
Paul Sacher Stiftung Musikarchiv und Bibliothek,"Auf Burg, Münsterplatz 4",Basel,4051,office-pss@unibas.ch,061 2696644
Pharmazie-Historisches Museum der Universität Basel,Totengässlein 3,Basel,4051,info@pharmaziemuseum.ch,(061) 264-91-11
Philosophisches Seminar der Universität / Bibliothek,Steinengraben 5,Basel,4051,susanne.kress@unibas.ch,+41 61/207.27.66
Schweizerisches Institut für Volkskunde Bibliothek,Rheinsprung 9,Basel,4051,bibliothek@volkskunde.ch,061/2071163
Schweizerisches Seeschifffahrtsamt Bibliothek,Elisabethenstr. 33,Basel,4010,dv-ssa@eda.admin.ch,+41 58/467.11.20
Seminar für Kulturwissenschaft und Europäische Ethnologie,Rheinsprung 9/11,Basel,4051,bibliothek@volkskunde.ch; kulturwissenschaft@unibas.ch,061 2071163
Seminar für Nahoststudien der Universität Basel - Bibliothek,Maiengasse 51,Basel,4056,nahost@unibas.ch,+41 61/207/28/60
Slavisches Seminar der Universität / Bibliothek,Nadelberg 4,Basel,4051,slavsem@unibas.ch,(061) 267-34-11
Staatsarchiv Basel-Stadt,Martinsgasse 2,Basel,4051,stabs@bs.ch,+41 (0) 61 267 86 01
Statistisches Amt des Kantons Basel-Stadt / Bibliothek,Binningerstrasse 6,Basel,4001,stata@bs.ch,061 267 87 27
Swiss Tropical and Public Health Institute (Swiss TPH) / Library,Socinstrasse 57,Basel,4002,library@swisstph.ch,(061) 284-82-23
UB Wirtschaft - Schweizerisches Wirtschaftsarchiv (SWA),Peter Merian-Weg 6,Basel,4002,info-ubw-swa@unibas.ch,(061) 207-32-19
"Universität Basel, Departement Mathematik und Informatik, Fachbereich Mathematik, Bibliothek",Spiegelgasse 1,Basel,4051,bibliothek-math@unibas.ch,+4161 207 3987
Universitätsbibliothek Basel,Schönbeinstrasse 18-20,Basel,4056,info-ub@unibas.ch,(061) 207-31-07
"Universitäts-Kinderspital beider Basel, Bibliothek",Spitalstrasse 33,Basel,4056,heinke.poser@unibas.ch,+41 61/207.30.95
Universitätsspital / Frauenklinik / Bibliothek,Spitalstrasse 21,Basel,4031,Ingrid.Wieland@usb.ch,+41 (0) 61 328 71 12
Verbund HAN,Schönbeinstrasse 18-20,Basel,4056,han-ub@unibas.ch,(061) 267-31-39
Zivilstandsamt Basel-Stadt / Bibliothek,Rittergasse 11,Basel,4010,zva@bs.ch,+41 61/267.81.81
Agroscope Bibliothèque,Route de la Tioleyre 4,Posieux,1725,doku@agroscope.admin.ch,+41 58/466/71/11
Archives de l'Abbaye de la Fille-Dieu,Rte de Fribourg 2,Romont,1680,office@fille-dieu.ch,026/6519010
Archives de l'Etat de Fribourg,"17, route des Arsenaux",Fribourg,1700,ArchivesEtat@fr.ch,026/305.12.70
Archives de l'Evêché de Lausanne Genève et Fribourg (LGF),Rue de Lausanne 86,Fribourg,1701,chancellerie@diocese-lgf.ch,(026) 347-48-50
Archives de la Paroisse catholique de Romont / Paroisse Notre-Dame de l'Assomption de Romont,Rue du Château 126,Romont,1680,florian.defferrard@unifr.ch,+41 26/652.20.56
Archives de la Ville de Bulle,Grand-Rue 7,Bulle,1630,archives@bulle.ch,(026) 919-18-36
Archives de la Ville de Fribourg (AVF),Rue des Chanoines 1,Fribourg,1700,archives@ville-fr.ch,026-351-71-11
Archives de la Ville de Romont,Rue du Château 112,Romont,1680,florian.defferrard@unifr.ch,+41 26/652.03.27
Archivum Helveto-Polonicum (AHP),Grand-Places 16,Fribourg,1700,sygnarskij@fr.ch,+41 26/322.33.54
Bibliothèque cantonale et universitaire,"2, avenue Joseph Piller",Fribourg,1701,frc@fr.ch,026 305 13 33
Bibliothèque communale de Givisiez,Rte Château d'Affry 30,Givisiez,1762,biblio@givisiez.ch,026-460-89-75
Bibliothèque communale de Romont,Rue du Château 93,Romont FR,1680,bibliotheque@romont.ch,+41 26/652.90.85
Bibliothèque d'Histoire de l'art et Philosophie,Avenue de l'Europe 20,Fribourg,1700,bibl-bha@unifr.ch,+41 (0) 26 300 75 26
Bibliothèque de l'Europe orientale et centrale (EOC),Rue du Criblet 13,Fribourg,1700,bibl-eoc@unifr.ch,+41 26/300/79/77
Bibliothèque de la Faculté de Droit,"Miséricorde, Avenue de l'Europe 20",Fribourg,1700,bibl-bfd@unifr.ch,+41 26/300.20.08
"Bibliothèque de langues et littératures médiévales et modernes (BLL), Université de Fribourg",Av. de l'Europe 20,Fribourg,1700,bll@unifr.ch,+4126 300 7857
Bibliothèque de pédagogie spécialisée,Rue St-Pierre-Canisius 21,Fribourg,1700,bibl-ipc@unifr.ch,026 3007735
"Bibliothèque de sociologie, travail social et politiques sociales (STS)",Rte des Bonnesfontaines 11,Fribourg,1700,Bibl-STS@unifr.ch,026/3007799
Bibliothèque de Villars-sur-Glâne,Rte de l'Eglise 7,Villars-sur-Glâne,1752,bibliotheque.communale@villars-sur-glane.ch,026/408.32.90
Bibliothèque des arts et métiers,"5, Derrière-les-Remparts",Fribourg,1700,bam@edufr.ch,+41 26/305.25.09
"Bibliothèque des langues étrangères et du plurilinguisme [BLE], Centre d'auto-apprentissage des langues étrangères [CAA] et Centre de documentation du Centre scientifique de compétence sur le plurilinguisme [CSP]",Rue du Criblet 13,Fribourg,1700,ble@unifr.ch,026 3007958
Bibliothèque des Sciences de l'Antiquité,Rue Pierrre-Aeby 16,Fribourg,1700,bibl-SCANT@unifr.ch,026-300-78-38
Bibliothèque régionale de Belfaux,Chemin des Ecoliers 5,Belfaux,1782,biblio@biblio-belfaux.ch,+41 26/475/39/01
Bibliothèque régionale de Marly,Route de Fribourg 15,Marly,1723,biblio@marly.ch,026/436.23.95
BP2 / Bibliothèque,Boulevard de Pérolles 90,Fribourg,1700,bibl-bp2@unifr.ch,026/300.82.11
Centre d'information professionnelle - CIP,Rue St-Pierre 3,Fribourg,1700,cip-biz@fr.ch,026/305.41.15
Dokpe - Centre de documentation de la Faculté des Sciences Université de Fribourg,Chemin du musée 4,Fribourg,1700,dokpe@unifr.ch,+41 26/300/92/35
"Domdidier, Bibliothèque communale",Route des Vuarines 29,Domdidier,1564,biblio.domdidier@bluewin.ch,(026) 675-26-67
e-codices - Virtuelle Handschriftenbibliothek der Schweiz,"Université de Fribourg, Rue de l'Hopital 4",Fribourg,1700,e-codices@unifr.ch,026-300-71-57
"Estavayer-le-Lac, Bibliothèque publique",Route de la Chapelle 33,Estavayer-le-Lac,1470,info@estabiblio.ch,026/663.95.08
Franziskanerkloster Freiburg,Murtengasse 6-8,Freiburg,1700,petra.zimmer@cordeliers.ch,+41 26/347.11.77
Haute école de santé / Bibliothèque,Route des Arsenaux 16a,Fribourg,1700,mozaik-biblio@hefr.ch,+41 26/429.60.12
Haute Ecole de Travail Social Fribourg Bibliothèque,Route des Arsenaux 16a,Fribourg,1700,mozaik-biblio@hefr.ch,+41 26/429.62.10
Haute Ecole pédagogique Fribourg - Documentation et multimédia,Rue de Morat 36,Fribourg,1700,documentation@hepfr.ch,026-305-72-21
Institut du Fédéralisme - Bibliothèque,Avenue Beauregard 1,Fribourg,1700,christine.verdon@unifr.ch,026 3008125
Interfakultäre Bibliothek für Theologie und Geschichte (BHT),"Avenue de l'Europe 20 [Miséricorde, Büros 4211-4214]",Fribourg,1700,bibl-BHT@unifr.ch,+4126 300 7376
Musée gruérien / Bibliothèque publique,Rue de la Condémine 25,Bulle,1630,info@musee-gruerien.ch,(026) 916-10-10
Office fédéral des routes - OFROU / Filiale Estavayer-le-Lac / Archives,Place de la Gare 7,Estavayer-le-Lac,1470,estavayer@astra.admin.ch,+41 (0) 26 664 87 11
RFSM - Centre de soins hospitaliers,L'Hôpital 140,Marsens,1633,largon@rfsm.ch,026 3057800
Schul- und Gemeindebibliothek,Dorfstrasse 45,Ueberstorf,3182,bibliothek.ueberstorf@bluewin.ch,031 7408880
Schul- und Gemeindebibliothek Schmitten,Gwattstrasse 10,Schmitten,3185,bibliothek.schmitten@bluewin.ch,026 4979267
"Service catholique de la Catéchèse, du Catéchuménat et de l'enseignement religieux - Fribourg (SCCF), DOC",Boulevard de Pérolles 38,Fribourg,1700,mireille.yerly@cath-fr.ch,+41 26/426.34.23
Service de l'agriculture SAgri,Route Jo Siffert 36,Givisiez,1762,sagri@fr.ch,026-305-23-00
Service de la statistique du canton de Fribourg,Bd de Pérolles 25,Fribourg,1701,statfr@fr.ch,026/3052823
Tribunal cantonal / Kantonsgericht,Rue des Augustins 3,Fribourg,1700,TribunalCantonal@fr.ch,+41 26/305/54/00
Vitrocentre Romont,Au Château,Romont FR,1680,info@vitrocentre.ch,+41 26/652.18.34
Archives administratives et patrimoniales de l'Université de Genève,Quai du Seujet 14,Genève,1201,archives-patrimoniales@unige.ch,+41 22/379.77.34
Archives | Architectures Genève,Route des Acacias 45,Les Acacias,1227,archives.architectures@hesge.ch,+41 (0) 22 546 24 54
Archives communales de Chêne-Bougeries,"8bis, route du Vallon",Chêne-Bougeries,1224,r.pagnamenta@chene-bougeries.ch,+41 (0) 22 869 17 77
Archives d'Etat de Genève,Rue de l'Hôtel-de-Ville 1,Genève 3,1211,archives@etat.ge.ch,+41 22/327.93.20
Archives de la Commune d'Aire-la-Ville,Rue du Vieux-Four 50,Aire-la-Ville,1288,info@aire-la-ville.ch,+41 22/757.48.29
Archives de la Commune de Bernex,Rue de Bernex 311,Bernex,1233,info@bernex.ch,+41 22/850/92/92
Archives de la commune de Cologny,Route de La-Capite 24,Cologny,1223,info@cologny.ch,022 7374949
Archives de la commune de Meyrin,Place des Cinq-Continents 1,Meyrin,1217,francois.beuret@meyrin.ch,022/989.34.79
Archives de la Société religieuse des Amis en Suisse (quakers),13 avenue du Mervelet,Genève,1209,archives@swiss-quakers.ch,(022) 748-48-00
Archives de la Ville de Carouge,Rue des Pervenches 6,Carouge,1227,archives-carouge@carouge.ch,(022) 307-89-53
Archives de la Ville de Genève (AVG),"Palais Eynard, Rue de la Croix-Rouge 4",Genève,1204,archives@ville-ge.ch,022-418-29-90
Archives de la Ville de Lancy,Route du Grand-Lancy 41,Grand-Lancy,1212,info@lancy.ch,+41 (0) 22 706 15 32
Archives Internationales de Musique Populaire (AIMP),Boulevard Carl-Vogt 65-67,Genève,1205,madeleine.leclair@ville-ge.ch,+4122 418 4586
Archives Jean Piaget,Uni Mail / Boulevard du Pont d'Arve 40,Genève,1205,info@archivespiaget.ch,+41 22/379/92/82
Association Archives contestataires,Rue de la Tannerie 2,Carouge,1227,archivistes@archivescontestataires.ch,+41 22/300/26/27
Bibliothèque Braille Romande et livre parlé (BBR),Bourg-de-Four 34,Genève,1204,bbr@abage.ch,022-317-79-00
Bibliothèque centrale du Pouvoir Judiciaire,"1, place du Bourg-de-Four",Genève,1204,biblio@justice.ge.ch,+41 (0) 22 327 62 60
Bibliothèque d'art et d'archéologie des Musées d'art et d'histoire de la Ville de Genève,Promenade du Pin 5,Genève,1204,info.baa@ville-ge.ch,+41 22/418.27.00
Bibliothèque de Bernex,Rue de Bernex 311,Bernex - Genève,1233,bibliotheque@bernex.ch,022 850 92 77
Bibliothèque de Genève,Promenade des Bastions 1,Genève 4,1211,info.bge@ville-ge.ch,022/418.28.00
Bibliothèque de l'Ecole de Commerce Raymond-Uldry,Chemin du domaine-Patry 1,CHENE-BOUGERIES,1214,patrick.johner@edu.ge.ch,022 5464095
Bibliothèque de l'Office médico-pédagogique,Rue David-Dufour 1,Genève,1205,omp@etat.ge.ch,022/3886700
Bibliothèque de l'Organisation Météorologique Mondiale (OMM),"7 bis, avenue de la Paix",Genève,1211,library@wmo.int,(022) 730-81-67
Bibliothèque de l'Université de Genève. Uni Arve. Astronomie (Observatoire),Observatoire astronomique - Bibliothèque / Université de Genève / Prêt entre bibliothèques / Ch. des Maillettes 51,Versoix (Sauverny) - Suisse,1290,biblio-arve-obs@unige.ch,022 379 22 13
Bibliothèque de l'Université de Genève. Uni Arve. / Bibliothèque Ernst & Lucie Schmidheiny,Bibliothèque E. & L. Schmidheiny / Université de Genève / Prêt entre bibliothèques / Quai Ernest-Ansermet 30,Genève 4 - Suisse,1211,biblio-arve-bels@unige.ch,022 379 65 06
Bibliothèque de l'Université de Genève. Uni Arve. Mathématiques (Bibliothèque Georges de Rham),"Mathématiques - Bibliothèque G. de Rham / Université de Genève / Prêt entre bibliothèques / 2-4, rue du Lièvre",Genève 4,1211,biblio-arve-math@unige.ch,+4122 379 1156
Bibliothèque de l'Université de Genève. Uni Arve. Centre de documentation en environnement (ISE),ISE - Centre de documentation / Université de Genève / Prêt entre bibliothèques / Boulevard Carl-Vogt 66,Genève - Suisse,1205,biblio-arve-ise@unige.ch,022/379.07.75
Bibliothèque de l'Université de Genève. Uni Bastions. Espace Central - PEB (ge153),Rue de-Candolle 5,Genève 4 - Suisse,1211,biblio-bastions-peb@unige.ch,+41 22/379.73.73
Bibliothèque de l'Université de Genève. Uni Bastions. Espace Jura - PEB (ge155),Rue de-Candolle 5,Genève 4 - Suisse,1211,biblio-jura-peb@unige.ch,+41 22/379/73/73
Bibliothèque de l'Université de Genève. Uni Bastions. Espace Philosophes - PEB (ge151),Rue de-Candolle 5,Genève 4 - Suisse,1211,biblio-philosophes-peb@unige.ch,+41 22/379/73/73
Bibliothèque de l'Université de Genève. Uni CMU. Centre de documentation en santé (CDS),Bibliothèque de l'Université de Genève / Uni CMU - Centre de documentation en santé / Prêt entre bibliothèques / Rue Michel-Servet 1,Genève 4 - Suisse,1211,biblio-cmu@unige.ch,022/379.51.00
Bibliothèque de l'Université de Genève. Uni CMU. Humanités,rue Michel-Servet 1,Genève 4,1211,biblio-cmu-ieh2@unige.ch,+41 22/379.57.93
Bibliothèque de l'Université de Genève. Uni CMU. Médecine & Sciences Pharmaceutiques,Bibliothèque de l'Université de Genève / Uni CMU - Médecine et Sciences Pharmaceutiques / Prêt entre bibliothèques / Rue Michel-Servet 1 / 1211 Genève 4 - Suisse,Genève 4 - Suisse,1211,biblio-cmu@unige.ch,022 379 51 00
Bibliothèque de l'Université de Genève CODIS - Dépôt de la bibliothèque de l'Université Prêt entre bibliothèques,Quai du Seujet 14,Genève,1201,biblio-dbu@unige.ch,+4122 379 1700
Bibliothèque de l'Université de Genève. Uni Mail. PEB,Bd du Pont d'Arve 40,Genève 4,1211,biblio-mail-peb@unige.ch,022/379.80.46
Bibliothèque du Boléro,Chemin Jean-Baptiste Vandelle 8,Versoix,1290,bibliotheque@versoix.ch,+4122 775 6680
Bibliothèque du Comité international de la Croix-Rouge,"19, Av. de la Paix",Genève,1202,library@icrc.org,022 7302030
"Bibliothèque du Musée Ariana, 1990-","10, avenue de la Paix",Genève,1202,info.baa@ville-ge.ch,022/4185470
Bibliothèque du Musée d'ethnographie de Genève (Bibliothèque Marie Madeleine Lancoux),Boulevard Carl-Vogt 65/67,Genève,1205,biblio.meg@ville-ge.ch,(022) 418-45-60
Bibliothèque Filigrane (F-Information),67 rue de la Servette,Genève,1202,filigrane@f-information.org,+4122 740 3141
Bibliothèque municipale de Pregny-Chambésy,"Chemin de la Fontaine, 77",Pregny-Chambésy,1292,biblio@pregny-chambesy.ch,022-758-17-54
Bibliothèques municipales de la Ville de Genève,Rue de la Tour de Boë 10,Genève 3,1211,webbmu@ville-ge.ch,022 4183250
Bureau international du travail / Bibliothèque,"4, route des Morillons 22",Genève,1211,library@ilo.org,(022) 799-86-82
"Centre d'étude, de technique et d'évaluation législatives (CETEL) Bibliothèque",Boulevard du Pont-d'Arve 40,Genève 3,1211,cetel@unige.ch,022 379 86 02
Centre de Lullier / Bibliothèque,Lullier,Jussy,1254,biblio.lullier@etat.ge.ch,+41 (0) 22 759 95 00
Centre Oecuménique de Catéchèse de Genève,rue du Village-Suisse 14,Genève,1205,info@coec.ch,022-807-12-60
Club Alpin Suisse. Section genevoise. Bibliothèque,Avenue du Mail 4,Genève,1205,biblio@cas-geneve.ch,022 3216548
Collège du Travail,Rue des Maraîchers 11,Genève,1205,collegedutravail@bluewin.ch,(022) 328-64-95
Comité international de la Croix-Rouge / Archives,Avenue de la Paix 19,Genève,1202,archives@icrc.org,+4122 734 6001
Commission du patrimoine facultaire,40 bd du Pont d'Arve,Genève 4,1211,copaf@unige.ch,+41 22/379.90.73
Commission internationale de juristes / Bibliothèque,Rue des Bains 33,Genève,1205,info@icj.org,022 979 38 00
Conseil oecuménique des Eglises Archives,Route de Ferney 150,Genève 2,1211,archives@wcc-coe.org,+41 (0) 22 791 62 73
Conseil oecuménique des Eglises Bibliothèque,Château de Bossey-Institut oecuménique Ch. Chenevière 2,Bogis-Bossey,1279,library@wcc-coe.org,+41 (0) 22 960 73 96
Conservatoire de Musique / Bibliothèque,Place Neuve,Genève,1204,biblio@cmusge.ch,+41 22/781.45.17
Conservatoire et Jardin botaniques de la Ville de Genève,Chemin de l'Impératrice 1,Chambésy,1292,biblio.cjb@ville-ge.ch,022 4185200
CUI - Bibliothèque / Université de Genève,"Route de Drize 7, Battelle Bât. A",Carouge,1227,biblio-arve-cui@unige.ch,+41 (0) 22 379 13 14
Cycle d'orientation du Collège de Vuillonnex Médiathèque,Chemin Sous-le-Clos 3,Confignon,1232,biblio.vuillonnex@etat.ge.ch,022/3887023
Ecole d'ingénieurs de Genève / Bibliothèque,Rue de la Prairie 4,Genève,1202,biblio.eig@hesge.ch,022/546.25.28
economiesuisse,Carrefour de Rive 1,Genève 3,1211,geneve@economiesuisse.ch,+41 (0) 22 786 66 81
Eglise protestante de Genève,Rie Gourgas 24,Genève 8,1211,info.epg@protestant.ch,+41 (0) 22 552 42 10
Fondation Baur,rue Munier-Romilly 8,Genève,1206,musee@fondationbaur.ch,022-704-32-82
Fondation Braillard Architectes,Palais de l'Athénée / Rue St. Léger 16,Genève,1205,info@braillard.ch,022 3111717
Groupe quaker de Genève (Société religieuse des Amis) / Bibliothèque,"13, avenue du Mervelet",Genève,1209,library@swiss-quakers.ch,+41 22/748.48.00
Haute école d'art et de design (HEAD),Boulevard Helvétique 9,Genève,1205,biblio.head@hesge.ch,+41 (0) 22 388 58 34
Haute école de santé / Centre de documentation,Rue des Caroubiers 25,Carouge,1227,centredoc.heds@hesge.ch,022 388 34 95
Haute école de santé / Centre de documentation,"47, avenue de Champel",Genève,1206,centredoc.heds@hesge.ch,022 388 56 15
Haute école de travail social (HETS) / Infothèque,Rue du Pré-Jérôme 16,Genève,1205,infotheque.hets@hesge.ch,022 388 94 13
Infothèque de la Haute école de gestion de Genève,"Campus de Battelle, Bâtiment B, Rue de la Tambourine 17",Carouge,1227,infotheque@hesge.ch,022-388-18-25
Institut d'histoire de la Réformation. Bibliothèque,Université de Genève / Rue de Candolle 5,Genève 4,1211,marianne.tsioli@unige.ch,022/379.10.11
Institut de hautes études internationales et du développement (IHEID) Bibliothèque,Chemin Eugène-Rigot 2 A,Genève,1202,library@graduateinstitute.ch,022 9085888
Institut et Musée Voltaire / Bibliothèque,"25, rue des Délices",Genève,1203,institut.voltaire@ville-ge.ch,(022) 344-71-33
Institut international d'études sociales / Centre de documentation,"Bureau international du travail / 4, route des Morillons 22",Genève,1211,inst@ilo.org,022/7996128
Institut Jaques-Dalcroze / Centre international de documentation Jaques-Dalcroze,"44, Terrassière",Genève,1207,info@dalcroze.ch,022 718 37 60
Institute of Global Health,"Faculty of Medicine, University of Geneva / Campus Biotech, Cehmin des Mines 9",Genève,1202,biblio@imsp.unige.ch,+41 22/379/59/16
La Musicale / Bibliothèque de Genève,Maison des Arts du Grütli / Rue du Général-Dufour 16,Genève,1204,bmus@ville-ge.ch,+41 22/418.35.80
Mission Suisse / Bibliothèque,Rue Varembé 9-11,Genève 20,1211,pierre.forestier@eda.admin.ch,022-749-24-06
Musée d'histoire des sciences,"128, rue de Lausanne",Genève,1202,biblio.mhs@ville-ge.ch,022/418.50.68
Musée historique de la réformation (MHR) Bibliothèque,"Université de Genève, Rue de Candolle 5",Genève 4,1211,marianne.tsioli@unige.ch,022 379 10 11
Muséum d'histoire naturelle,Route de Malagnou 1,Genève,1208,biblio.mhn@ville-ge.ch,+4122 418 6325
Organisation des Nations Unies Bibliothèque,Palais des Nations,Genève,1211,library@unog.ch,+4122 917 4181
Organisation mondiale de la propriété intellectuelle (OMPI) Bibliothèque,"34, chemin des Colombettes",Genève,1211,library@wipo.int,022 3388573
Organisation mondiale de la santé OMS/WHO / Bibliothèque,"20, avenue Appia 27",Genève,1211,library@who.int,+41 22/791.20.62
Service de la recherche en éducation / Bibliothèque,Quai du Rhône 12,Genève,1205,christiane.pouly@edu.ge.ch,022 546 71 66
Service Ecole-Medias - Secteur Documentation (SEM Documentation),Rue des Gazomètres 5,Genève 8,1211,sem.documentation@etat.ge.ch,022/388.63.08
Société de lecture / Bibliothèque,Grand-Rue 11,Genève,1204,info@societe-de-lecture.ch,022/321.04.89
Société des Arts de Genève,Rue de l'Athénée 2,Genève,1205,contact@sda-ge.ch,+41 22/310/41/02
The Library in English,rue de Monthoux 3,Genève,1201,library@thelibrary.ch,022-732-80-97
Transports publics genevois / Archives,Route de la Chapelle 1,Grand-Lancy,1212,schneider.cynthia@tpg.ch,+41 (0) 22 308 32 29
UNESCO-BIE / Bureau international d'éducation / Bibliothèque,"15, rte des Morillons",Genève,1211,doc.centre@ibe.unesco.org,022/9177860
Union internationale des télécommunications / Bibliothèque centrale,Place des Nations 20,Genève,1211,library@itu.int,+41 (0) 22 730 69 00
